email_id,from_email,from_name,from_domain,from_org,to_emails,to_names,to_count,to_domains,to_orgs,date_raw,date,subject,thread_subject,topics
50,Axel.Calzas@gastech.com.kronos,Axel Calzas,gastech.com.kronos,GAStech-Kronos,Lars.Azada@gastech.com.kronos,Lars Azada,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:22,2014-01-06 14:22,Meeting,Meeting,
51,Dante.Coginian@gastech.com.kronos,Dante Coginian,gastech.com.kronos,GAStech-Kronos,Valeria.Morlun@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Dante.Coginian@gastech.com.kronos,Valeria Morlun; Albina Hafon; Varro Awelon; Benito Hawelon; Dante Coginian,5,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:23,2014-01-06 14:23,RE: New refueling policies - Effective February 1,New refueling policies - Effective February 1,
52,Benito.Hawelon@gastech.com.kronos,Benito Hawelon,gastech.com.kronos,GAStech-Kronos,Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos,Dante Coginian; Albina Hafon; Benito Hawelon; Henk Mies,4,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:26,2014-01-06 14:26,RE: Route suggestion for next shift,Route suggestion for next shift,
53,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Nils Calixto; Sven Flecha,2,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:28,2014-01-06 14:28,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
54,Axel.Calzas@gastech.com.kronos,Axel Calzas,gastech.com.kronos,GAStech-Kronos,Felix.Balas@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Vira.Frente@gastech.com.kronos,Felix Balas; Lars Azada; Elsa Orilla; Birgitta Frente; Kare Orilla; Isande Borrasca; Gustav Cazar; Axel Calzas; Vira Frente,9,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:30,2014-01-06 14:30,RE: Wellhead flow rate data,Wellhead flow rate data,environment
55,Albina.Hafon@gastech.com.kronos,Albina Hafon,gastech.com.kronos,GAStech-Kronos,Dante.Coginian@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos,Dante Coginian; Albina Hafon; Benito Hawelon; Henk Mies,4,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:33,2014-01-06 14:33,RE: Route suggestion for next shift,Route suggestion for next shift,
56,Anda.Ribera@gastech.com.kronos,Anda Ribera,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:38,2014-01-06 14:38,RE: Craft night,Craft night,
57,Vira.Frente@gastech.com.kronos,Vira Frente,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Isande Borrasca; Elsa Orilla; Felix Balas; Brand Tempestad; Kare Orilla; Adra Nubarron; Lars Azada; Marin Onda; Gustav Cazar,9,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:43,2014-01-06 14:43,Wellhead flow rate data,Wellhead flow rate data,environment
58,Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:53,2014-01-06 14:53,RE: Craft night,Craft night,
59,Willem.Vasco-Pais@gastech.com.kronos,Willem Vasco-Pais,gastech.com.kronos,GAStech-Kronos,Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos,Orhan Strum; Willem Vasco-Pais,2,gastech.com.kronos,GAStech-Kronos,1/6/2014 14:57,2014-01-06 14:57,RE: IPO,IPO,ipo
60,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,gastech.com.kronos,GAStech-Kronos,Hennie.Osvaldo@gastech.com.kronos,Hennie Osvaldo,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:04,2014-01-06 15:04,RE: Concert tickets,Concert tickets,
61,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos,Nils Calixto,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:05,2014-01-06 15:05,Late for meeting,Late for meeting,
62,Sven.Flecha@gastech.com.kronos,Sven Flecha,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos,Nils Calixto; Sven Flecha,2,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:11,2014-01-06 15:11,RE: GT-SeismicProcessorPro Bug Report,GT-SeismicProcessorPro Bug Report,
63,Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:14,2014-01-06 15:14,Are you buying coffee?,Are you buying coffee?,
64,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,gastech.com.kronos,GAStech-Kronos,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:17,2014-01-06 15:17,RE: Supplies,Supplies,
65,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,gastech.com.kronos,GAStech-Kronos,Ingrid.Barranco@gastech.com.kronos,Ingrid Barranco,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:27,2014-01-06 15:27,RE: Supplies,Supplies,
66,Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:30,2014-01-06 15:30,RE: Craft night,Craft night,
67,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:42,2014-01-06 15:42,All staff announcement,All staff announcement,
68,Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:54,2014-01-06 15:54,"Good morning, GasTech!","Good morning, GasTech!",
69,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,gastech.com.kronos,GAStech-Kronos,Dante.Coginian@gastech.com.kronos,Dante Coginian,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 15:58,2014-01-06 15:58,RE: Congratulations on your service anniversary,Congratulations on your service anniversary,
70,Adra.Nubarron@gastech.com.kronos,Adra Nubarron,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Isande Borrasca; Elsa Orilla; Felix Balas; Brand Tempestad; Kare Orilla; Adra Nubarron; Lars Azada; Marin Onda; Gustav Cazar,9,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:21,2014-01-06 16:21,RE: Wellhead flow rate data,Wellhead flow rate data,environment
71,Lars.Azada@gastech.com.kronos,Lars Azada,gastech.com.kronos,GAStech-Kronos,Axel.Calzas@gastech.com.kronos,Axel Calzas,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:31,2014-01-06 16:31,RE: Meeting,Meeting,
72,Axel.Calzas@gastech.com.kronos,Axel Calzas,gastech.com.kronos,GAStech-Kronos,Lars.Azada@gastech.com.kronos,Lars Azada,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:37,2014-01-06 16:37,RE: Meeting,Meeting,
73,Adan.Morlun@gastech.com.kronos,Adan Morlun,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos,Irene Nant; Dante Coginian; Emile Arpa; Varro Awelon; Cecilia Morluniau; Claudio Hawelon; Henk Mies; Dylan Scozzese; Benito Hawelon,9,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:38,2014-01-06 16:38,RE: Facilities preparations for VIP visit,Facilities preparations for VIP visit,security
74,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:39,2014-01-06 16:39,RE: Late for meeting,Late for meeting,
75,Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Irene Nant; Cecilia Morluniau; Dylan Scozzese,3,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:39,2014-01-06 16:39,RE: Route suggestion for next shift,Route suggestion for next shift,
76,Ruscella.Mies.Haber@gastech.com.kronos,Ruscella Mies Haber,gastech.com.kronos,GAStech-Kronos,Mat.Bramar@gastech.com.kronos; Anda.Ribera@gastech.com.kronos; Rachel.Pantanal@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos,Mat Bramar; Anda Ribera; Rachel Pantanal; Linda Lagos; Ruscella Mies Haber; Carla Forluniau; Cornelia Lais,7,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:44,2014-01-06 16:44,RE: Question - Protocol for VIP visit,Question - Protocol for VIP visit,security
77,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos,Nils Calixto,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:53,2014-01-06 16:53,RE: Late for meeting,Late for meeting,
78,Dante.Coginian@gastech.com.kronos,Dante Coginian,gastech.com.kronos,GAStech-Kronos,Lucas.Alcazar@gastech.com.kronos,Lucas Alcazar,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:55,2014-01-06 16:55,RE: Congratulations on your service anniversary,Congratulations on your service anniversary,
79,Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Irene Nant; Cecilia Morluniau; Dylan Scozzese,3,gastech.com.kronos,GAStech-Kronos,1/6/2014 16:55,2014-01-06 16:55,RE: Route suggestion for next shift,Route suggestion for next shift,
80,Nils.Calixto@gastech.com.kronos,Nils Calixto,gastech.com.kronos,GAStech-Kronos,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:07,2014-01-06 17:07,RE: Late for meeting,Late for meeting,
81,Kanon.Herrero@gastech.com.kronos,Kanon Herrero,gastech.com.kronos,GAStech-Kronos,Nils.Calixto@gastech.com.kronos,Nils Calixto,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:10,2014-01-06 17:10,RE: Late for meeting,Late for meeting,
82,Rachel.Pantanal@gastech.com.kronos,Rachel Pantanal,gastech.com.kronos,GAStech-Kronos,Claudio.Hawelon@gastech.com.kronos,Claudio Hawelon,1,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:34,2014-01-06 17:34,RE: Are you buying coffee?,Are you buying coffee?,
83,Irene.Nant@gastech.com.kronos,Irene Nant,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Irene Nant; Cecilia Morluniau; Dylan Scozzese,3,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:52,2014-01-06 17:52,RE: Route suggestion for next shift,Route suggestion for next shift,
84,Marin.Onda@gastech.com.kronos,Marin Onda,gastech.com.kronos,GAStech-Kronos,Isande.Borrasca@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos,Isande Borrasca; Elsa Orilla; Felix Balas; Brand Tempestad; Kare Orilla; Adra Nubarron; Lars Azada; Marin Onda; Gustav Cazar,9,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:56,2014-01-06 17:56,RE: Wellhead flow rate data,Wellhead flow rate data,environment
85,Dylan.Scozzese@gastech.com.kronos,Dylan Scozzese,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Irene Nant; Cecilia Morluniau; Dylan Scozzese,3,gastech.com.kronos,GAStech-Kronos,1/6/2014 17:57,2014-01-06 17:57,RE: Route suggestion for next shift,Route suggestion for next shift,
86,Irene.Nant@gastech.com.kronos,Irene Nant,gastech.com.kronos,GAStech-Kronos,Irene.Nant@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos,Irene Nant; Cecilia Morluniau; Dylan Scozzese,3,gastech.com.kronos,GAStech-Kronos,1/6/2014 18:01,2014-01-06 18:01,RE: Route suggestion for next shift,Route suggestion for next shift,
87,Cecilia.Morluniau@gastech.com.kronos,Cecilia Morluniau,gastech.com.kronos,GAStech-Kronos,Dylan.Scozzese@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos,Dylan Scozzese; Emile Arpa; Henk Mies; Adan Morlun; Valeria Morlun; Benito Hawelon; Albina Hafon; Claudio Hawelon,8,gastech.com.kronos,GAStech-Kronos,1/6/2014 18:08,2014-01-06 18:08,RE: Facilities preparations for VIP visit,Facilities preparations for VIP visit,security
88,Mat.Bramar@gastech.com.kronos,Mat Bramar,gastech.com.kronos,GAStech-Kronos,Rachel.Pantanal@gastech.com.kronos; Lars.Azada@gastech.com.kronos; Felix.Balas@gastech.com.kronos; Isande.Borrasca@gastech.com.kronos; Axel.Calzas@gastech.com.kronos; Gustav.Cazar@gastech.com.kronos; Lidelse.Dedos@gastech.com.kronos; Birgitta.Frente@gastech.com.kronos; Vira.Frente@gastech.com.kronos; Adra.Nubarron@gastech.com.kronos; Marin.Onda@gastech.com.kronos; Kare.Orilla@gastech.com.kronos; Elsa.Orilla@gastech.com.kronos; Brand.Tempestad@gastech.com.kronos; Ingrid.Barranco@gastech.com.kronos; Ada.Campo-Corrente@gastech.com.kronos; Sten.Sanjorge Jr.@gastech.com.kronos; Orhan.Strum@gastech.com.kronos; Willem.Vasco-Pais@gastech.com.kronos; Bertrand.Ovan@gastech.com.kronos; Albina.Hafon@gastech.com.kronos; Benito.Hawelon@gastech.com.kronos; Claudio.Hawelon@gastech.com.kronos; Henk.Mies@gastech.com.kronos; Valeria.Morlun@gastech.com.kronos; Adan.Morlun@gastech.com.kronos; Cecilia.Morluniau@gastech.com.kronos; Irene.Nant@gastech.com.kronos; Dylan.Scozzese@gastech.com.kronos; Lucas.Alcazar@gastech.com.kronos; Isak.Baza@gastech.com.kronos; Linnea.Bergen@gastech.com.kronos; Nils.Calixto@gastech.com.kronos; Sven.Flecha@gastech.com.kronos; Hideki.Cocinaro@gastech.com.kronos; Inga.Ferro@gastech.com.kronos; Loreto.Bodrogi@gastech.com.kronos; Isia.Vann@gastech.com.kronos; Stenig.Fusil@gastech.com.kronos; Hennie.Osvaldo@gastech.com.kronos; Kanon.Herrero@gastech.com.kronos; Varja.Lagos@gastech.com.kronos; Minke.Mies@gastech.com.kronos; Felix.Resumir@gastech.com.kronos; Edvard.Vann@gastech.com.kronos; Emile.Arpa@gastech.com.kronos; Varro.Awelon@gastech.com.kronos; Mat.Bramar@gastech.com.kronos; Dante.Coginian@gastech.com.kronos; Carla.Forluniau@gastech.com.kronos; Linda.Lagos@gastech.com.kronos; Cornelia.Lais@gastech.com.kronos; Ruscella.Mies.Haber@gastech.com.kronos; Anda.Ribera@gastech.com.kronos,Rachel Pantanal; Lars Azada; Felix Balas; Isande Borrasca; Axel Calzas; Gustav Cazar; Lidelse Dedos; Birgitta Frente; Vira Frente; Adra Nubarron; Marin Onda; Kare Orilla; Elsa Orilla; Brand Tempestad; Ingrid Barranco; Ada Campo-Corrente; Sten Sanjorge Jr ; Orhan Strum; Willem Vasco-Pais; Bertrand Ovan; Albina Hafon; Benito Hawelon; Claudio Hawelon; Henk Mies; Valeria Morlun; Adan Morlun; Cecilia Morluniau; Irene Nant; Dylan Scozzese; Lucas Alcazar; Isak Baza; Linnea Bergen; Nils Calixto; Sven Flecha; Hideki Cocinaro; Inga Ferro; Loreto Bodrogi; Isia Vann; Stenig Fusil; Hennie Osvaldo; Kanon Herrero; Varja Lagos; Minke Mies; Felix Resumir; Edvard Vann; Emile Arpa; Varro Awelon; Mat Bramar; Dante Coginian; Carla Forluniau; Linda Lagos; Cornelia Lais; Ruscella Mies Haber; Anda Ribera,54,gastech.com.kronos,GAStech-Kronos,1/7/2014 8:27,2014-01-07 08:27,Service anniversaries!,Service anniversaries!,
